Category,Title,Price,Location,Area,URL
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466312 | Graana.com",4.3 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466312
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466309 | Graana.com",5.1 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466309/
Homes for Sale,"12 Marla House for sale in Johar Town, Lahore | 1466308 | Graana.com",6.1 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/12-marla-house-sale-johar-town-lahore-1466308/
Homes for Sale,"12 Marla House for sale in Johar Town, Lahore | 1466306 | Graana.com",5.35 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/12-marla-house-sale-johar-town-lahore-1466306/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466304 | Graana.com",2.55 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466304/
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466303 | Graana.com",3.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466303
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466302 | Graana.com",3.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466302
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466301 | Graana.com",3.5 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466301
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466298 | Graana.com",3.5 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466298
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466297 | Graana.com",7.8 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466297/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466295 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466295/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466294 | Graana.com",5.8 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466294/
Homes for Sale,"7.55 Marla House for sale in Johar Town, Lahore | 1466292 | Graana.com",3.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.55-marla-house-sale-johar-town-lahore-1466292
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466291 | Graana.com",5.8 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466291/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466290 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466290/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466287 | Graana.com",8.4 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466287/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466285 | Graana.com",5.6 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466285/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466283 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466283/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466282 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466282/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466281 | Graana.com",9.5 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466281/
Homes for Sale,"10 Marla House for sale in Johar Town, Lahore | 1466279 | Graana.com",4.2 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/10-marla-house-sale-johar-town-lahore-1466279/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466276 | Graana.com",2.3 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466276/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466275 | Graana.com",2.3 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466275/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466272 | Graana.com",5.3 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466272/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466269 | Graana.com",2.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466269/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466267 | Graana.com",2.35 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466267/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466265 | Graana.com",2.6 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466265/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466264 | Graana.com",2.7 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466264/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466262 | Graana.com",2.7 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466262/
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466261 | Graana.com",3.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466261
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466260 | Graana.com",3.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466260
Homes for Sale,"7.5 Marla House for sale in Johar Town, Lahore | 1466258 | Graana.com",3.75 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-johar-town-lahore-1466258
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466257 | Graana.com",2.35 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466257/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466254 | Graana.com",5.2 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466254/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466249 | Graana.com",2.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466249/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466247 | Graana.com",2.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466247/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466246 | Graana.com",5.25 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466246/
Homes for Sale,"12 Marla House for sale in Johar Town, Lahore | 1466245 | Graana.com",6.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/12-marla-house-sale-johar-town-lahore-1466245/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466243 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466243/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466241 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466241/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466239 | Graana.com",2.85 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466239/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466237 | Graana.com",2.5 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466237/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466235 | Graana.com",5.4 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466235/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466234 | Graana.com",2.5 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466234/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466233 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466233/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466231 | Graana.com",2.9 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466231/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466230 | Graana.com",2.7 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466230/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466229 | Graana.com",2.9 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466229/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466226 | Graana.com",2.8 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466226/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466225 | Graana.com",2.8 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466225/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466223 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466223/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466221 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466221/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466220 | Graana.com",5.2 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466220/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466218 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466218/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466216 | Graana.com",2.4 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466216/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466215 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466215/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466212 | Graana.com",2.65 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466212/
Homes for Sale,"10 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466211 | Graana.com",8.58 Crore,"DHA Phase 8 - Ex Park View, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466211/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466210 | Graana.com",2.45 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466210/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466208 | Graana.com",2.45 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466208/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466207 | Graana.com",5.3 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466207/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466206 | Graana.com",2.45 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466206/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466203 | Graana.com",2.45 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466203/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466202 | Graana.com",2.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466202/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466200 | Graana.com",2.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466200/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466199 | Graana.com",5.2 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466199/
Homes for Sale,"10 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466198 | Graana.com",8.48 Crore,"DHA Phase 8 - Ex Park View, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466198/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466193 | Graana.com",5.35 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466193/
Homes for Sale,"1 Kanal House for sale in Gulberg 3, Lahore | 1466192 | Graana.com",12 Crore,"Gulberg 3, Lahore",4,https://www.graana.com/property/1-kanal-house-sale-gulberg-3-lahore-1466192/
Homes for Sale,"10 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466191 | Graana.com",8.58 Crore,"DHA Phase 8 - Ex Park View, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466191/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466190 | Graana.com",5.4 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466190/
Homes for Sale,"5 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466188 | Graana.com",2.77 Crore,"DHA Phase 8 - Ex Park View, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466188/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466186 | Graana.com",5.25 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466186/
Homes for Sale,"5 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466185 | Graana.com",2.67 Crore,"DHA Phase 8 - Ex Park View, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466185/
Homes for Sale,"10 Marla House for sale in DHA Phase 8 - Ex Park View, Lahore | 1466178 | Graana.com",8.52 Crore,"DHA Phase 8 - Ex Park View, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-8---ex-park-view-lahore-1466178/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466177 | Graana.com",5.5 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466177/
Homes for Sale,"10 Marla House for sale in DHA Phase 3, Lahore | 1466175 | Graana.com",5.1 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-3-lahore-1466175/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466159 | Graana.com",2.78 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466159/
Homes for Sale,1 bedroom flat | 1466155 | Graana.com,66 Lac,"Bahria Town - Sector C , Lahore",1,https://www.graana.com/property/505-sqft-flat-sale-bahria-town---sector-c--lahore-1466155/
Homes for Sale,"5 Marla House for sale in Johar Town, Lahore | 1466153 | Graana.com",2.25 Crore,"Johar Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-johar-town-lahore-1466153/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466152 | Graana.com",2.79 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466152/
Plots for Sale,"1 Kanal Residential Plot for sale in DHA Phase 7, Lahore | 1459169 | Graana.com",3.55 Crore,"DHA Phase 7, Lahore",1 kanal,https://www.graana.com/property/1-kanal-residential-plot-sale-dha-phase-7-lahore-1459169/
Plots for Sale,"6.75 Marla Commercial Plot for sale in NFC Society Phase 2, Lahore | 1458913 | Graana.com",1.95 Crore,"NFC Society Phase 2, Lahore",6.75 marla,https://www.graana.com/property/6.75-marla-commercial-plot-sale-nfc-society-phase-2-lahore-1458913
Plots for Sale,"3 Marla Residential Plot for sale in Icon Valley Housing Scheme, Lahore | 1458886 | Graana.com",56 Lac,"Icon Valley Housing Scheme, Lahore",3 marla,https://www.graana.com/property/3-marla-residential-plot-sale-icon-valley-housing-scheme-lahore-1458886/
Plots for Sale,"5 Marla Plot File for sale in DHA Phase 10, Lahore | 1458876 | Graana.com",35 Lac,"DHA Phase 10, Lahore",5 marla,https://www.graana.com/property/5-marla-plot-file-sale-dha-phase-10-lahore-1458876/
Plots for Sale,"30 Marla Residential Plot for sale in Manawan, Lahore | 1457359 | Graana.com",35 Lac,"Manawan, Lahore",30 marla,https://www.graana.com/property/30-marla-residential-plot-sale-manawan-lahore-1457359/
Plots for Sale,"3 Marla Plot File for sale in GT Road, Lahore | 1456761 | Graana.com",7.4 Lac,"GT Road, Lahore",3 marla,https://www.graana.com/property/3-marla-plot-file-sale-gt-road-lahore-1456761/
Plots for Sale,"2 Kanal Farmhouse Plot for sale in Bedian Road, Lahore | 1456745 | Graana.com",1.1 Crore,"Bedian Road, Lahore",2 kanal,https://www.graana.com/property/2-kanal-farmhouse-plot-sale-bedian-road-lahore-1456745/
Plots for Sale,"15 Marla Commercial Plot for sale in Johar Town Phase 1 - Block D2, Lahore | 1456077 | Graana.com",12 Crore,"Johar Town Phase 1 - Block D2, Lahore",15 marla,https://www.graana.com/property/15-marla-commercial-plot-sale-johar-town-phase-1---block-d2-lahore-1456077/
