Category,Title,Price,Location,Area,URL
Commercial,130 KANAL MILL WITH 200000 SQ FEET COVER AREA AVAILABLE FOR SALE ON LINK MAIN MANGA RAIWIND ROAD .,1.25 Arab,"Manga - Raiwind Road, Lahore",130 Kanal,https://www.zameen.com/Property/lahore_manga_-_raiwind_road_130_kanal_mill_with_200000_sq_feet_cover_area_available_for_sale_on_link_main_manga_raiwind_road-52217488-9819-3.html
Commercial,TOP LOCATION 4-MARLA COMMERCIAL BUILDING AVAILABLE FOR SALE REASONABLE PRICE FROM MARKET,6 Crore,"DHA Phase 1 - Block F, DHA Phase 1",4 Marla,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_f_top_location_4-marla_commercial_building_available_for_sale_reasonable_price_from_market-52449769-1568-3.html
Commercial,100 Square Feet Office In Pine Avenue Best Option,27 Lakh,"Pine Avenue, Lahore",0.4 Marla,https://www.zameen.com/Property/lahore_pine_avenue_100_square_feet_office_in_pine_avenue_best_option-52813117-14395-3.html
Commercial,Book Your Cafe Space In Jasmine Mall Bahria Town Lahore With Easy Payment Plan,21.9 Lakh,"Jasmine Mall, Bahria Town",0.7 Marla,https://www.zameen.com/Property/bahria_town_jasmine_mall_book_your_cafe_space_in_jasmine_mall_bahria_town_lahore_with_easy_payment_plan-52109181-12754-3.html
Commercial,On Top Location 8 Marla Luxury Building For Sale Broadway Phase 8 DHA Lahore,25 Crore,"DHA Phase 8 - Commercial Broadway, DHA Phase 8",8 Marla,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_commercial_broadway_on_top_location_8_marla_luxury_building_for_sale_broadway_phase_8_dha_lahore-52396928-8268-3.html
Commercial,8 MARLA PLAZA FOR SALE IN DHA PHASE 8 (EX PARK VIEW),15.95 Crore,"DHA Phase 8 - Ex Park View, DHA Phase 8",8 Marla,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_park_view_8_marla_plaza_for_sale_in_dha_phase_8_ex_park_view-52850973-485-3.html
Commercial,2 Marla Shop For Sale Grand Square Mall Lahore,3.25 Crore,"Grand Square Mall, Main Boulevard Gulberg",2 Marla,https://www.zameen.com/Property/main_boulevard_gulberg_grand_square_mall_2_marla_shop_for_sale_grand_square_mall_lahore-52743600-10387-3.html
Commercial,2 Marla Shop For Sale,3.25 Crore,"Grand Square Mall, Main Boulevard Gulberg",2 Marla,https://www.zameen.com/Property/main_boulevard_gulberg_grand_square_mall_2_marla_shop_for_sale-52721426-10387-3.html
Commercial,Office Available On Installments With 17% Annual Rental Income In CBD Lahore,1.07 Crore,"CBD Punjab (PCBDDA), Main Boulevard Gulberg",1.9 Marla,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_office_available_on_installments_with_17_annual_rental_income_in_cbd_lahore-52739817-21580-3.html
Commercial,Best For Investor 1154 Sqft Office Already Rented 1 lac monthly Original Pics Gulberg,1.6 Crore,"Main Boulevard Gulberg, Gulberg",5.1 Marla,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_best_for_investor_1154_sqft_office_already_rented_1_lac_monthly_original_pics_gulberg-52794994-3852-3.html
Commercial,2000 Sq. ft. Beautiful Office For Sale,4 Crore,"Gulberg, Lahore",8.9 Marla,https://www.zameen.com/Property/lahore_gulberg_2000_sq_ft_beautiful_office_for_sale-48349157-7-3.html
Commercial,5.33 M Fully Furnished Commercial Plaza For Sale On Best Rental Income Near Clock Chowk Bahria Town Lahore,14.75 Crore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",5 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_5_33_m_fully_furnished_commercial_plaza_for_sale_on_best_rental_income_near_clock_chowk_bahria_town_lahore-52580907-1806-3.html
Commercial,"Commercial Plaza For Sale Ideal For Showroom Or Brand (Tiles, Electronics Etc Main Boulevard Hottest Location",18 Crore,"Main Boulevard DHA Defence, DHA Defence",10 Marla,https://www.zameen.com/Property/dha_defence_main_boulevard_dha_defence_commercial_plaza_for_sale_ideal_for_showroom_or_brand_tiles_electronics_etc_main_boulevard_hottest_location-52590931-8234-3.html
Commercial,1 Marla Triple Storey Brand New Commercial Building For Sale,1.5 Crore,"Ferozepur Road, Lahore",1 Marla,https://www.zameen.com/Property/lahore_ferozepur_road_1_marla_triple_storey_brand_new_commercial_building_for_sale-52782168-81-3.html
Commercial,Jallo More Market For Sale,9 Crore,"Jallo More, Jallo",8 Marla,https://www.zameen.com/Property/jallo_jallo_more_jallo_more_market_for_sale-52542878-12284-3.html
Commercial,DEFENCE RAYA  COMMERCIAL FAIRWAYS BUILDING FOR SALE,40 Crore,"Defence Raya, DHA Defence",8 Marla,https://www.zameen.com/Property/dha_defence_defence_raya_defence_raya_commercial_fairways_building_for_sale-52676610-8172-3.html
Commercial,DEFENCE RAYA  COMMERCIAL FAIRWAYS,40 Crore,"Defence Raya, DHA Defence",8 Marla,https://www.zameen.com/Property/dha_defence_defence_raya_defence_raya_commercial_fairways-52676572-8172-3.html
Commercial,1st floor Shop Usmania Tower Rehmat Chowk Wapda Town,45 Lakh,"Wapda Town, Lahore",0.3 Marla,https://www.zameen.com/Property/lahore_wapda_town_1st_floor_shop_usmania_tower_rehmat_chowk_wapda_town-52837323-423-3.html
Commercial,With Huge Rental Income On Top Location 4 Marla Luxury Building For Sale On Main MB Phase 6 DHA Lahore,20 Crore,"DHA Phase 6 - Main Boulevard, DHA Phase 6",4 Marla,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_main_boulevard_with_huge_rental_income_on_top_location_4_marla_luxury_building_for_sale_on_main_mb_phase_6_dha_lahore-52646284-9011-3.html
Commercial,On Top Location 4 Marla Luxury Building For Sale Phase 5 DHA Lahore,6.5 Crore,"DHA Phase 5, DHA Defence",4 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_on_top_location_4_marla_luxury_building_for_sale_phase_5_dha_lahore-52832817-1447-3.html
Commercial,Book Your Shop in CBD with 30% Down Payment,3.77 Crore,"CBD Punjab (PCBDDA), Main Boulevard Gulberg",1.6 Marla,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_book_your_shop_in_cbd_with_30_down_payment-51919283-21580-3.html
Commercial,Ready for Possession Office Available On Pine Avenue Road,2.76 Crore,"The Vertical, Khayaban-e-Amin",4.5 Marla,https://www.zameen.com/Property/khayaban_e_amin_the_vertical_ready_for_possession_office_available_on_pine_avenue_road-52203264-20657-3.html
Commercial,Office For Sale In CBD Lahore 15% Guaranteed Rental Income,2.5 Crore,"CBD Punjab (PCBDDA), Main Boulevard Gulberg",2 Marla,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_office_for_sale_in_cbd_lahore_15_guaranteed_rental_income-52031892-21580-3.html
Commercial,Book Your Office with 30% Down-Payment In NSIT And Get 17% Rental On It,95 Lakh,"Defence Raya, DHA Defence",3.3 Marla,https://www.zameen.com/Property/dha_defence_defence_raya_book_your_office_with_30_down-payment_in_nsit_and_get_17_rental_on_it-52407038-8172-3.html
Commercial,Bank Tenant Building For Sale Urgent,19 Crore,"Bhatta Chowk, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_bhatta_chowk_bank_tenant_building_for_sale_urgent-52794599-8472-3.html
Commercial,LDA Approved First Floor Shop for Sale in ZAMIL Heights Central District Phase 1 Bahria Orchard Lahore,65 Lakh,"Zamil Heights 1, Bahria Orchard",1.4 Marla,https://www.zameen.com/Property/bahria_orchard_zamil_heights_1_lda_approved_first_floor_shop_for_sale_in_zamil_heights_central_district_phase_1_bahria_orchard_lahore-52700275-20230-3.html
Commercial,2 Kanal Commercial Furnished Building For Sale,50 Crore,"Garden Town, Lahore",2 Kanal,https://www.zameen.com/Property/lahore_garden_town_2_kanal_commercial_furnished_building_for_sale-52716307-4-3.html
Commercial,"PRIME LOCATION COMMERCIAL SHOP /MAIN REIWEND ROAD ,FOR SALE IN 4 YEAR EASY INSTALMENT PLAN /BOOKING JUST 800000,",44 Lakh,"Al-Kabir Town - Phase 2, Al-Kabir Town",0.9 Marla,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_prime_location_commercial_shop_main_reiwend_road_for_sale_in_4_year_easy_instalment_plan_booking_just_800000-52662399-11704-3.html
Commercial,5700 Square Feet Office Available On Prime Location And Top Luxury Plaza Of Gulberg,25 Crore,"Gulberg, Lahore",1.3 Kanal,https://www.zameen.com/Property/lahore_gulberg_5700_square_feet_office_available_on_prime_location_and_top_luxury_plaza_of_gulberg-50744041-7-3.html
Commercial,850 Square Feet Corporate Office Available For Sale At Main Boulevard Gulberg,1.1 Crore,"Main Boulevard Gulberg, Gulberg",3.8 Marla,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_850_square_feet_corporate_office_available_for_sale_at_main_boulevard_gulberg-52831679-3852-3.html
Commercial,Get In Touch Now To Buy A Building In Lahore,12 Crore,"Commercial Broadway Block B, DHA Phase 8 - Commercial Broadway",4 Marla,https://www.zameen.com/Property/dha_phase_8_commercial_broadway_commercial_broadway_block_b_get_in_touch_now_to_buy_a_building_in_lahore-52839242-8270-3.html
Commercial,1 Kanal Double Storey Factory For Sale,4.6 Crore,"Gajju Matah, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_gajju_matah_1_kanal_double_storey_factory_for_sale-52676096-9329-3.html
Commercial,Office For Sale With Best Rental Income At Prime Location Of Bahria Town Lahore,95 Lakh,"Bahria Town - Block AA, Bahria Town - Sector D",2.2 Marla,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_office_for_sale_with_best_rental_income_at_prime_location_of_bahria_town_lahore-52291921-1797-3.html
Commercial,Building In Gulberg Prime Location MM Alam Road,60 Crore,"MM Alam Road, Gulberg",2 Kanal,https://www.zameen.com/Property/gulberg_mm_alam_road_building_in_gulberg_prime_location_mm_alam_road-48733678-3850-3.html
Commercial,2 Kanal Prime Location Commercial Building Available For Sale,25 Crore,"Gulberg 3, Gulberg",2 Kanal,https://www.zameen.com/Property/gulberg_gulberg_3_2_kanal_prime_location_commercial_building_available_for_sale-47448643-3824-3.html
Commercial,DEFENCE RAYA    8 MARLA COMMERCIAL PLAZA FOR SALE,55 Crore,"Defence Raya, DHA Defence",8 Marla,https://www.zameen.com/Property/dha_defence_defence_raya_defence_raya_8_marla_commercial_plaza_for_sale-52512686-8172-3.html
Commercial,Triple Story Building For Sale In New Abadi Harbanspura,1.9 Crore,"Nai Abadi Harbanspura, Lahore",6 Marla,https://www.zameen.com/Property/lahore_nai_abadi_harbanspura_triple_story_building_for_sale_in_new_abadi_harbanspura-52846148-12057-3.html
Commercial,3.3 Kanal Building Is For Sale,1.1 Arab,"Main Boulevard Gulberg, Gulberg",3.3 Kanal,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_3_3_kanal_building_is_for_sale-51244469-3852-3.html
Commercial,4 Kanal Commercial Building For Sale In Gulberg,1.25 Arab,"Gulberg, Lahore",4 Kanal,https://www.zameen.com/Property/lahore_gulberg_4_kanal_commercial_building_for_sale_in_gulberg-52166290-7-3.html
Commercial,8 Marla Commercial Plaza Khayaban E Ameen A Block On 100 Government Structure Road,7 Crore,"Khayaban-e-Amin, Lahore",8 Marla,https://www.zameen.com/Property/lahore_khayaban-e-amin_8_marla_commercial_plaza_khayaban_e_ameen_a_block_on_100_government_structure_road-52773514-1514-3.html
Commercial,Ideal Location Main Bazar,36 Lakh,"Qadri Colony, Lahore",5.6 Kanal,https://www.zameen.com/Property/lahore_qadri_colony_ideal_location_main_bazar-51013651-4566-3.html
Commercial,Ideal Location Near Beacon House School Opposite CBD NEAR PACKAGE MALL,50 Lakh,"Farooq Colony, Lahore",1 Marla,https://www.zameen.com/Property/lahore_farooq_colony_ideal_location_near_beacon_house_school_opposite_cbd_near_package_mall-51013769-4465-3.html
Commercial,Ideal Location With Roof Shops Near CBD NEAR PACKAGE MALL NEAR General Hospital Mobile Market,53 Lakh,"Ferozepur Road, Lahore",0.4 Marla,https://www.zameen.com/Property/lahore_ferozepur_road_ideal_location_with_roof_shops_near_cbd_near_package_mall_near_general_hospital_mobile_market-51065917-81-3.html
Commercial,Ideal Location Ichra Near Main Road,6.5 Crore,"Ichhra, Lahore",1.2 Kanal,https://www.zameen.com/Property/lahore_ichhra_ideal_location_ichra_near_main_road-51359854-88-3.html
Commercial,Ideal Location Walton Road Ali Chok Double Story All Connection,95 Lakh,"Peer Colony, Lahore",1 Marla,https://www.zameen.com/Property/lahore_peer_colony_ideal_location_walton_road_ali_chok_double_story_all_connection-52146026-4565-3.html
Commercial,"Ideal Location Defence Moor Property Total Commercial Approved Opposite Near Cavalry Ground, Near CBD, Packages Mall, Beacon House School Walton Road",30 Crore,"Main Boulevard DHA Defence, DHA Defence",1.1 Kanal,https://www.zameen.com/Property/dha_defence_main_boulevard_dha_defence_ideal_location_defence_moor_property_total_commercial_approved_opposite_near_cavalry_ground_near_cbd_packages_mall_beacon_house_school_walton_road-52636821-8234-3.html
Commercial,1100 Sq Feet Office For Sale Ideally Located On Mm Alam Road Gulberg Lahore,1.9 Crore,"Gulberg, Lahore",4.9 Marla,https://www.zameen.com/Property/lahore_gulberg_1100_sq_feet_office_for_sale_ideally_located_on_mm_alam_road_gulberg_lahore-43855958-7-3.html
Commercial,Office Is Available For Sale 300 Sq Feet MM ALAM ROAD GULBERG LAHORE PAKISTAN Best Investment,90 Lakh,"Gulberg 3 - Block C3, Gulberg 3",1.8 Marla,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_c3_office_is_available_for_sale_300_sq_feet_mm_alam_road_gulberg_lahore_pakistan_best_investment-38354387-3833-3.html
Commercial,Commercial Shop Available For Sale at Eagle Mall Sector B Bahria Town Lahore,30 Lakh,"Bahria Town - Sector B, Bahria Town",0.7 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_commercial_shop_available_for_sale_at_eagle_mall_sector_b_bahria_town_lahore-52728250-1772-3.html
Commercial,5 MARLA COMMERCIAL PLAZA FOR SALE IN SECTOR C SIDE B,11.5 Crore,"Bahria Town - Sector C, Bahria Town",5 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_marla_commercial_plaza_for_sale_in_sector_c_side_b-52835856-1784-3.html
Commercial,10 Marla Commercial Rented Building For Sale In Gulshan-e-Ravi,17 Crore,"Gulshan-e-Ravi, Lahore",10 Marla,https://www.zameen.com/Property/lahore_gulshan-e-ravi_10_marla_commercial_rented_building_for_sale_in_gulshan-e-ravi-52710670-893-3.html
Commercial,1 KANAL COMMERCIAL BUILDING FOR SALE IN SAMANABAD,11 Crore,"Samanabad, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_samanabad_1_kanal_commercial_building_for_sale_in_samanabad-52808348-377-3.html
Commercial,2 Marla Sector Shop Building For sale In Phase 8 DHA Lahore,3.25 Crore,"DHA Phase 8 - Block U, DHA Phase 8",2 Marla,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_u_2_marla_sector_shop_building_for_sale_in_phase_8_dha_lahore-52834459-1636-3.html
Commercial,Facing Park 4 Marla Commercial Rented Building For Sale In DHA Phase 3 Y Block,9.24 Crore,"DHA Phase 3 - Block Y, DHA Phase 3",4 Marla,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_y_facing_park_4_marla_commercial_rented_building_for_sale_in_dha_phase_3_y_block-52348153-1587-3.html
Commercial,305 Sqft Already Rented 35000 Monthly Original Pics Attached Main Boulevard Gulberg Lahore,43 Lakh,"Main Boulevard Gulberg, Gulberg",1.4 Marla,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_305_sqft_already_rented_35000_monthly_original_pics_attached_main_boulevard_gulberg_lahore-52794731-3852-3.html
Commercial,10 Marla Brand New Commercial Building For Sale In  Defence Raya  Lahore,46 Crore,"Defence Raya, DHA Defence",10 Marla,https://www.zameen.com/Property/dha_defence_defence_raya_10_marla_brand_new_commercial_building_for_sale_in_defence_raya_lahore-52831595-8172-3.html
Commercial,Factory For Sale,19 Crore,"Quaid-e-Azam Industrial Estate, Lahore",2.2 Kanal,https://www.zameen.com/Property/lahore_quaid-e-azam_industrial_estate_factory_for_sale-52807261-8374-3.html
Commercial,5000 Square Feet Office Available For Sale,10 Crore,"Gulberg 3, Gulberg",1.1 Kanal,https://www.zameen.com/Property/gulberg_gulberg_3_5000_square_feet_office_available_for_sale-47183866-3824-3.html
Commercial,425 Sq. ft. TWO COMMERCIAL SHOPS FOR SALE,1.4 Crore,"Poonch Road, Lahore",1.9 Marla,https://www.zameen.com/Property/lahore_poonch_road_425_sq_ft_two_commercial_shops_for_sale-52727812-10085-3.html
Commercial,Great Chance For Invest In HS Ideal Tower Commercial (Food Court),52.5 Lakh,"Bahria Town - Johar Block, Bahria Town - Sector E",0.7 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_great_chance_for_invest_in_hs_ideal_tower_commercial_food_court-52756937-1809-3.html
Commercial,Commercial Building Is Available For Sale,20 Crore,"Gulberg 3, Gulberg",1.5 Kanal,https://www.zameen.com/Property/gulberg_gulberg_3_commercial_building_is_available_for_sale-38489202-3824-3.html
Commercial,8 Marla Brand New Commercial Building By Galleria For Sale At 60Ft Road In DHA Phase 8,25 Crore,"DHA Phase 8, DHA Defence",8 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_8_8_marla_brand_new_commercial_building_by_galleria_for_sale_at_60ft_road_in_dha_phase_8-52852494-1451-3.html
Commercial,5 Marla Commercial Building With Rental Income For Sale In Sector C Bahria Town Lahore,19.9 Crore,"Bahria Town - Sector C, Bahria Town",5 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_marla_commercial_building_with_rental_income_for_sale_in_sector_c_bahria_town_lahore-51979325-1784-3.html
Commercial,2 Kanal Commercial Building For Sale On MM Alam Road Ideal Investment,1 Arab,"MM Alam Road, Gulberg",2 Kanal,https://www.zameen.com/Property/gulberg_mm_alam_road_2_kanal_commercial_building_for_sale_on_mm_alam_road_ideal_investment-52852260-3850-3.html
Commercial,Investor Alert! With Huge Rental income Per Month DHA Phase 5 - CCA Block Commercial Plaza For Sale,32 Crore,"DHA Phase 5 - CCA Block, DHA Phase 5",8 Marla,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_cca_block_investor_alert_with_huge_rental_income_per_month_dha_phase_5_-_cca_block_commercial_plaza_for_sale-52852133-1657-3.html
Commercial,Investor Alert! DHA Phase 6 MB - Top Location Commercial Plaza with Huge Rental Income For Sale,45 Crore,"DHA Phase 6 - Main Boulevard, DHA Phase 6",8 Marla,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_main_boulevard_investor_alert_dha_phase_6_mb_-_top_location_commercial_plaza_with_huge_rental_income_for_sale-52852099-9011-3.html
Commercial,Luxury Shops In The Oasis Grand 14 Facing Eiffel Tower Fountains And Parks And Earn A Heavy Rental Returns,93.6 Lakh,"Bahria Town - Johar Block, Bahria Town - Sector E",0.9 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_luxury_shops_in_the_oasis_grand_14_facing_eiffel_tower_fountains_and_parks_and_earn_a_heavy_rental_returns-52364991-1809-3.html
Commercial,Luxury Shops in Grand X Facing Theme Park and Eiffel Tower Views and Earn A Heavy Rental returns,96 Lakh,"Bahria Town - Nishtar Block, Bahria Town - Sector E",1.1 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_luxury_shops_in_grand_x_facing_theme_park_and_eiffel_tower_views_and_earn_a_heavy_rental_returns-52374507-1806-3.html
Commercial,435 Sqft Food Court Shop in Arabian 99 Mall Bahria Orchard Phase 4,82.65 Lakh,"Bahria Orchard Phase 4 - Block G2, Bahria Orchard Phase 4",1.9 Marla,https://www.zameen.com/Property/bahria_orchard_phase_4_bahria_orchard_phase_4_-_block_g2_435_sqft_food_court_shop_in_arabian_99_mall_bahria_orchard_phase_4-52716583-15714-3.html
Commercial,400 Sqft Brand New Shop Near Talwar Chowk On Main Boulevard Available With Discounted Rate In Tallest Building Of BTL,1.28 Crore,"Midway Commercial, Bahria Town",1.8 Marla,https://www.zameen.com/Property/bahria_town_midway_commercial_400_sqft_brand_new_shop_near_talwar_chowk_on_main_boulevard_available_with_discounted_rate_in_tallest_building_of_btl-52286699-21559-3.html
Commercial,10 Marla Corner Facing Park LDA Approved Buildig K To Main Shokat Khanam Road Lahore R1 Johar Town For Sale R1 Block Johar Town Lahore,10 Crore,"Johar Town Phase 2 - Block R1, Johar Town Phase 2",10 Marla,https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_r1_10_marla_corner_facing_park_lda_approved_buildig_k_to_main_shokat_khanam_road_lahore_r1_johar_town_for_sale_r1_block_johar_town_lahore-52803268-3980-3.html
Commercial,5.5 Marla Office for Sale in Gulberg Lahore,3.75 Crore,"Gulberg, Lahore",6.7 Marla,https://www.zameen.com/Property/lahore_gulberg_5_5_marla_office_for_sale_in_gulberg_lahore-52762463-7-3.html
Commercial,22 Marla Already Rented 40 Lacs Monthly For Sale Near Hussain Chowk Kasoori Road Gulberg Lahore,65 Crore,"MM Alam Road, Gulberg",1.1 Kanal,https://www.zameen.com/Property/gulberg_mm_alam_road_22_marla_already_rented_40_lacs_monthly_for_sale_near_hussain_chowk_kasoori_road_gulberg_lahore-52784988-3850-3.html
Commercial,Ultralavish Corporate Office For Sale On Easy Installments Prime DHA Lahore Location Near Defence Raya,1.9 Crore,"DHA Phase 6, DHA Defence",2.4 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_ultralavish_corporate_office_for_sale_on_easy_installments_prime_dha_lahore_location_near_defence_raya-52473011-1448-3.html
Commercial,560 SQ FEET SHOT WITH BASEMENT AVAILABLE FOR SALE,4.25 Crore,"Fortress Stadium, Cantt",2.5 Marla,https://www.zameen.com/Property/cantt_fortress_stadium_560_sq_feet_shot_with_basement_available_for_sale-52046502-9917-3.html
Commercial,Abrar Estate Offers 5 Marla Proper Commercial Building For Sale Near Pia Main Boulevard,3.5 Crore,"PIA Main Boulevard, Lahore",5 Marla,https://www.zameen.com/Property/lahore_pia_main_boulevard_abrar_estate_offers_5_marla_proper_commercial_building_for_sale_near_pia_main_boulevard-51168284-9373-3.html
Commercial,Airport Road 6 Marla Commercial Hall Shop For Sale,3.9 Crore,"Airport Road, Lahore",6 Marla,https://www.zameen.com/Property/lahore_airport_road_airport_road_6_marla_commercial_hall_shop_for_sale-52780188-8347-3.html
Commercial,4 Marla Commercial Is Available In DHA Top Location For Commercial Purpose With a Rental Income Of 3.50 Lacs Monthly.,9.5 Crore,"DHA Phase 3 - Block Y, DHA Phase 3",4 Marla,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_y_4_marla_commercial_is_available_in_dha_top_location_for_commercial_purpose_with_a_rental_income_of_3_50_lacs_monthly-52750174-1587-3.html
Commercial,"2.5 Marla Commercial Plaza For Sale Prime Location In Badami Bagh, Lahore",12 Crore,"Badami Bagh, Lahore",2.5 Marla,https://www.zameen.com/Property/lahore_badami_bagh_2_5_marla_commercial_plaza_for_sale_prime_location_in_badami_bagh_lahore-52549716-1368-3.html
Commercial,Shop For Sale Low Price Investor Rate Near Talwar Chawk In Sector C,40 Lakh,"Bahria Town - Jasmine Block, Bahria Town - Sector C",1 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_shop_for_sale_low_price_investor_rate_near_talwar_chawk_in_sector_c-52342347-1786-3.html
Commercial,Most Economical Shop For Sale In Bahria Town Lahore With 3 Month Installment,45 Lakh,"Bahria Town - Iqbal Block, Bahria Town - Sector E",0.7 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_most_economical_shop_for_sale_in_bahria_town_lahore_with_3_month_installment-52328671-1805-3.html
Commercial,Most Economical Shop For Sale In Bahria Town Lahore With 3 Month Installment,45 Lakh,"Bahria Town - Iqbal Block, Bahria Town - Sector E",0.7 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_most_economical_shop_for_sale_in_bahria_town_lahore_with_3_month_installment-52478481-1805-3.html
Commercial,MOST ECONOMICAL SHOP IN BAHRIA TOWN LAHORE WITH 20000 RENTAL INCOME,45 Lakh,"Bahria Town - Iqbal Block, Bahria Town - Sector E",0.7 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_most_economical_shop_in_bahria_town_lahore_with_20000_rental_income-50999661-1805-3.html
Commercial,Most Economical Commercial Shop For Sale In Hot Location Bahria Town Lahore,45 Lakh,"Jinnah Avenue, Bahria Town",0.7 Marla,https://www.zameen.com/Property/bahria_town_jinnah_avenue_most_economical_commercial_shop_for_sale_in_hot_location_bahria_town_lahore-51848796-11259-3.html
Commercial,Lowest Price Shop On Cash Payment In Bahria Town Lahore,26.55 Lakh,"Midway Commercial, Bahria Town",0.8 Marla,https://www.zameen.com/Property/bahria_town_midway_commercial_lowest_price_shop_on_cash_payment_in_bahria_town_lahore-52580453-21559-3.html
Commercial,Basement Shop For Sale In Grand Heights 11 Hot Location In Bahria Town,30 Lakh,"Midway Commercial, Bahria Town",0.9 Marla,https://www.zameen.com/Property/bahria_town_midway_commercial_basement_shop_for_sale_in_grand_heights_11_hot_location_in_bahria_town-51856834-21559-3.html
Commercial,Most Economical Shop On Cash Payment For Sale In Bahria Town Lahore,28.95 Lakh,"Midway Commercial, Bahria Town",0.9 Marla,https://www.zameen.com/Property/bahria_town_midway_commercial_most_economical_shop_on_cash_payment_for_sale_in_bahria_town_lahore-52580751-21559-3.html
Commercial,1 Kanal Building On Main College Road Commercial Hub For Sale,13.75 Crore,"College Road, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_college_road_1_kanal_building_on_main_college_road_commercial_hub_for_sale-52804463-4576-3.html
Commercial,Factory for Sale,8 Crore,"Sheikhupura Road, Lahore",10 Kanal,https://www.zameen.com/Property/lahore_sheikhupura_road_factory_for_sale-52715550-10004-3.html
Commercial,Garden Town 50 Marla 7 Crore Par Year Bank Rental 13 Storey Commercial Building For Sale,1.35 Arab,"Garden Town, Lahore",2.5 Kanal,https://www.zameen.com/Property/lahore_garden_town_garden_town_50_marla_7_crore_par_year_bank_rental_13_storey_commercial_building_for_sale-51760231-4-3.html
Commercial,Price Negotiable Building Available For Sale,47 Crore,"Band Road, Lahore",1.6 Kanal,https://www.zameen.com/Property/lahore_band_road_price_negotiable_building_available_for_sale-52778002-1212-3.html
Commercial,"Shop For Sale In Shah Heights In Etihad Town, Phase 1, Lahore.",2.94 Crore,"Etihad Town Phase 1, Etihad Town",2 Marla,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_shop_for_sale_in_shah_heights_in_etihad_town_phase_1_lahore-52790075-16882-3.html
Commercial,Hot Location 2.5 Marla Shop Available For Sale,7 Crore,"Shadman 1, Shadman",2.5 Marla,https://www.zameen.com/Property/shadman_shadman_1_hot_location_2_5_marla_shop_available_for_sale-52778077-497-3.html
Commercial,4 Marla Plaza For Sale in DHA Phase 5,24 Crore,"DHA Phase 5, DHA Defence",4 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_4_marla_plaza_for_sale_in_dha_phase_5-52781298-1447-3.html
Commercial,"Shop For Sell In Jasmine Mall Bahria Town Lahore , Sector C",80 Lakh,"Bahria Town - Sector C, Bahria Town",0.7 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_shop_for_sell_in_jasmine_mall_bahria_town_lahore_sector_c-51418710-1784-3.html
