Category,Title,Price,Location,Area,URL
Plots,3 Marla Commercial Pair Open Form Plot For Sale On Hot Location In Bahria Town Lahore,84.5 Lakh,"Bahria Town - Ghazi Block, Bahria Town - Sector F",3 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghazi_block_3_marla_commercial_pair_open_form_plot_for_sale_on_hot_location_in_bahria_town_lahore-51774056-12757-2.html
Plots,Unique Location Golden Commercial Plot For Sale in Dha Ph 7 CCA 5. . . Facing Parking,4.1 Crore,"DHA Phase 7 - CCA 5, DHA Phase 7",4 Marla,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_cca_5_unique_location_golden_commercial_plot_for_sale_in_dha_ph_7_cca_5_facing_parking-52857707-12416-2.html
Plots,LOW PRICE 5 MARLA RESIDENTIAL PLOT FOR SALE PARK VIEW CITY LAHORE,50 Lakh,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_low_price_5_marla_residential_plot_for_sale_park_view_city_lahore-52706449-1466-2.html
Plots,4 Marla Commercial Plot In Central DHA 11 Rahbar Phase 4 - Block R For Sale,1.85 Crore,"DHA 11 Rahbar Phase 4 - Block R, DHA 11 Rahbar Phase 4",4 Marla,https://www.zameen.com/Property/dha_11_rahbar_phase_4_dha_11_rahbar_phase_4_-_block_r_4_marla_commercial_plot_in_central_dha_11_rahbar_phase_4_-_block_r_for_sale-52327207-14116-2.html
Plots,05 Marla Residential All Dues Paid Plot For Sale in A1-Block Central Park Housing Society,44 Lakh,"Central Park Housing Scheme, Lahore",5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_05_marla_residential_all_dues_paid_plot_for_sale_in_a1-block_central_park_housing_society-52782703-1013-2.html
Plots,"10 Marla Residential Plot For Sale In C Block, Central Park Housing Scheme, Lahore",72 Lakh,"Central Park - Block C, Central Park Housing Scheme",10 Marla,https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_c_10_marla_residential_plot_for_sale_in_c_block_central_park_housing_scheme_lahore-52502891-3686-2.html
Plots,5 Marla Plot In Crystal Block Transfer Free Only Plot For Sale In Park View City Lahore.,46 Lakh,"Park View City - Crystal Block, Park View City",5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_5_marla_plot_in_crystal_block_transfer_free_only_plot_for_sale_in_park_view_city_lahore-52749145-17960-2.html
Plots,CORNER 1 KANAL PLOT ON 100 FT ROAD AVAILABLE FOR SALE IN LDA AVENUE-BLOCK D,3.5 Crore,"LDA Avenue - Block D, LDA Avenue",1 Kanal,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_d_corner_1_kanal_plot_on_100_ft_road_available_for_sale_in_lda_avenue-block_d-52791697-8162-2.html
Plots,SEMI COMMERCIAL PLOT ON 150FT ROAD AT BEST LOCATION AVAILABLE FOR SALE,3.15 Crore,"LDA Avenue, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_lda_avenue_semi_commercial_plot_on_150ft_road_at_best_location_available_for_sale-52830137-547-2.html
Plots,40 MARLA COMMERCIAL PLOT FOR SALE IN JUBILEE TOWN,11.5 Crore,"Jubilee Town, Lahore",2 Kanal,https://www.zameen.com/Property/lahore_jubilee_town_40_marla_commercial_plot_for_sale_in_jubilee_town-52628765-766-2.html
Plots,20 Marla Residential Plot For Sale In Jubilee Town Block A Prime Location 195 Lac,1.95 Crore,"Jubilee Town - Block A, Jubilee Town",1 Kanal,https://www.zameen.com/Property/jubilee_town_jubilee_town_-_block_a_20_marla_residential_plot_for_sale_in_jubilee_town_block_a_prime_location_195_lac-52662860-3985-2.html
Plots,1 KANAL BEST LOCATION PLOT AVAILABLE FOR SALE IN LDA AVENUE BLOCK H,1.65 Crore,"LDA Avenue - Block H, LDA Avenue",1 Kanal,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_h_1_kanal_best_location_plot_available_for_sale_in_lda_avenue_block_h-52156007-8166-2.html
Plots,1 KANAL PLOT AVAILABLE FOR SALE IN LDA AVENUE,1.35 Crore,"LDA Avenue, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_lda_avenue_1_kanal_plot_available_for_sale_in_lda_avenue-52156033-547-2.html
Plots,10 MARLA PLOT AVAILABLE OF 33.30 SQUARE FEET IN LDA AVENUE,1.1 Crore,"LDA Avenue, Lahore",10 Marla,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_plot_available_of_33_30_square_feet_in_lda_avenue-52156058-547-2.html
Plots,ROAD LEVEL 10 MARLA PAIR PLOT AVAILABLE FOR SALE IN LDA AVENUE - BLOCK J (FACING KANAL),2.5 Crore,"LDA Avenue - Block J, LDA Avenue",1 Kanal,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_road_level_10_marla_pair_plot_available_for_sale_in_lda_avenue_-_block_j_facing_kanal-52704164-8167-2.html
Rentals,1 Kanal Top Quality Build Luxurious Beautiful Modern Design House For Rent In Dha Phase 5 Lahore,3.5 Lakh,"DHA Phase 5, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_top_quality_build_luxurious_beautiful_modern_design_house_for_rent_in_dha_phase_5_lahore-52858085-1447-4.html
Rentals,10 Marla Brand New House Available For Rent In Lake City,1.8 Lakh,"Lake City, Raiwind Road",10 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_10_marla_brand_new_house_available_for_rent_in_lake_city-52857193-1103-4.html
Rentals,1 Kanal Brand New House Available For Rent In Dha Phase 7 Block S Lahore 100 Percent Original Pictures,4 Lakh,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_house_available_for_rent_in_dha_phase_7_block_s_lahore_100_percent_original_pictures-52777906-1450-4.html
Rentals,"Good conditions House  3-Bed , Drawing Dining , Chips Floor",1.25 Lakh,"Askari 10 - Sector E, Askari 10",10 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_e_good_conditions_house_3-bed_drawing_dining_chips_floor-52853635-9436-4.html
Rentals,5 Marla 2 Bed Flat For Rent Askari 11 Lahore Rs 40000,40 Thousand,"Askari 11, Askari",5 Marla,https://www.zameen.com/Property/askari_askari_11_5_marla_2_bed_flat_for_rent_askari_11_lahore_rs_40000-26996254-1503-4.html
Rentals,15 MARLA BRARND NEW 5 BEDROOM HOUSE AVAILABLE FOR RENT ( NEAR TO PARK ),2.45 Lakh,"Askari 10, Askari",15 Marla,https://www.zameen.com/Property/askari_askari_10_15_marla_brarnd_new_5_bedroom_house_available_for_rent_near_to_park-52316334-1011-4.html
Rentals,"GULBERG,1 KANAL COMMERCIAL USE HOUSE FOR RENT GARDEN TOWN MOLDEL TOWN SHADMAN LAHOR",4.5 Lakh,"Gulberg, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_gulberg_gulberg_1_kanal_commercial_use_house_for_rent_garden_town_moldel_town_shadman_lahor-44612804-7-4.html
Rentals,5 Marla Brand New Modern Design Classical House For Rent In DHA 9 Town Top Location,77 Thousand,"DHA 9 Town - Block D, DHA 9 Town",5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_5_marla_brand_new_modern_design_classical_house_for_rent_in_dha_9_town_top_location-52829520-8176-4.html
Rentals,1 Kanal Full House For Rent In PCSIR Society Phase 2,2.75 Lakh,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme",1 Kanal,https://www.zameen.com/Property/pcsir_housing_scheme_pcsir_housing_scheme_phase_2_1_kanal_full_house_for_rent_in_pcsir_society_phase_2-52858548-4140-4.html
Rentals,1 kanal full house for rent in PCSIR Society phase 2. Idea Location,3 Lakh,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme",1 Kanal,https://www.zameen.com/Property/pcsir_housing_scheme_pcsir_housing_scheme_phase_2_1_kanal_full_house_for_rent_in_pcsir_society_phase_2_idea_location-52858475-4140-4.html
Rentals,Tariq Garden Society 10 Marla Lower Portion,65 Thousand,"Tariq Gardens, Lahore",10 Marla,https://www.zameen.com/Property/lahore_tariq_gardens_tariq_garden_society_10_marla_lower_portion-52842695-1356-4.html
Rentals,"10 Marla Ground Floor 3-Bed Apartment for Rent in Askari 10, Sector F Lahore",1.3 Lakh,"Askari 10, Askari",10 Marla,https://www.zameen.com/Property/askari_askari_10_10_marla_ground_floor_3-bed_apartment_for_rent_in_askari_10_sector_f_lahore-52789550-1011-4.html
Rentals,A Palatial Residence For rent In Johar Town Johar Town,95 Thousand,"Johar Town, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_johar_town_a_palatial_residence_for_rent_in_johar_town_johar_town-52772327-93-4.html
Rentals,5 Marla Upper Portion Urgent For Rent in Park View City Lahore,35 Thousand,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_upper_portion_urgent_for_rent_in_park_view_city_lahore-52858580-1466-4.html
Rentals,1 KANAL 3 BEDS LOWER,99 Thousand,"Johar Town, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_johar_town_1_kanal_3_beds_lower-52772348-93-4.html
Rentals,1 KANAL JUST NEW 3 BEDS + DD TVL KITCHEN GERAG TILE FLOORING FOR DETAIL CAL PLZ,1.45 Lakh,"Johar Town, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_johar_town_1_kanal_just_new_3_beds_dd_tvl_kitchen_gerag_tile_flooring_for_detail_cal_plz-52834167-93-4.html
Rentals,"1 Kanal Full Furnished Executive Class House For Rent In DHA Phase 7, Lahore",3.75 Lakh,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_full_furnished_executive_class_house_for_rent_in_dha_phase_7_lahore-51654193-1450-4.html
Rentals,10 MARLA BRAND NEW 5 BEDS DOUBLE DD TVL KITCHEN + SERVANT ROOM MORE,1.9 Lakh,"Johar Town, Lahore",10 Marla,https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_5_beds_double_dd_tvl_kitchen_servant_room_more-52834178-93-4.html
Rentals,"1 Kanal Slightly Used House For Rent in DHA Phase 5, Block E, Lahore",4 Lakh,"DHA Phase 5 - Block E, DHA Phase 5",1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_e_1_kanal_slightly_used_house_for_rent_in_dha_phase_5_block_e_lahore-51417101-1602-4.html
Rentals,"1 Kanal Fully Furnished House For Rent in DHA Phase 4, Lahore",4.5 Lakh,"DHA Phase 4, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_fully_furnished_house_for_rent_in_dha_phase_4_lahore-51417032-1446-4.html
Rentals,ONE KANAL SPANSIH VILLA NEAR PARK,2.4 Lakh,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_spansih_villa_near_park-52833185-1450-4.html
Rentals,10 MARLA BRAND NEW LUXUARY FULL HOUSE FOR RENT IN JASMINE BLOCK BAHRIA TOWN LAHORE,1.7 Lakh,"Bahria Town - Jasmine Block, Bahria Town - Sector C",10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_brand_new_luxuary_full_house_for_rent_in_jasmine_block_bahria_town_lahore-52506860-1786-4.html
Rentals,1 Kanal Luxury House For Rent In DHA Phase 6 - Prime Location,2.5 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxury_house_for_rent_in_dha_phase_6_-_prime_location-52733490-1448-4.html
Rentals,1 Kanal Beautiful Bungalow House Available For Rent On Very Low Price And Beat Location,2 Lakh,"DHA Phase 4, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_beautiful_bungalow_house_available_for_rent_on_very_low_price_and_beat_location-52061148-1446-4.html
Rentals,1 Kanal Beautiful Bungalow House Available For Rent On Very Low Price And Beat Location,2.1 Lakh,"DHA Phase 3, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_3_1_kanal_beautiful_bungalow_house_available_for_rent_on_very_low_price_and_beat_location-52061179-1454-4.html
Rentals,1 Kanal Look Like Brand New House For Rent in Reasonable Price & Near Goldcrest Mall,3.25 Lakh,"DHA Phase 4, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_look_like_brand_new_house_for_rent_in_reasonable_price_near_goldcrest_mall-52858226-1446-4.html
Rentals,5 Marla 2 Bed Flat For Rent Askari 11 Lahore Rs 40000/-,40 Thousand,"Askari 11, Askari",5 Marla,https://www.zameen.com/Property/askari_askari_11_5_marla_2_bed_flat_for_rent_askari_11_lahore_rs_40000_--26231402-1503-4.html
Rentals,"Luxurious 1 Kanal House For Rent in DHA Phase 8, Lahore",3 Lakh,"DHA Phase 8, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_8_luxurious_1_kanal_house_for_rent_in_dha_phase_8_lahore-51416273-1451-4.html
Rentals,"New Executive Class Kanal Fully Furnished House For Rent In DHA Phase 6, Lahore",4.75 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_new_executive_class_kanal_fully_furnished_house_for_rent_in_dha_phase_6_lahore-51384066-1448-4.html
Rentals,1 Kanal Full Furnished House For Rent In DHA Phase 6 Lahore,6.5 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_full_furnished_house_for_rent_in_dha_phase_6_lahore-51382945-1448-4.html
Rentals,"Fully Furnished Modern Luxury 1 Kanal House For Rent In DHA Phase 6, Lahore",6 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_fully_furnished_modern_luxury_1_kanal_house_for_rent_in_dha_phase_6_lahore-51346554-1448-4.html
Rentals,3 Marla Brand Tiled Flooring Ground Portion Available For Rent,30 Thousand,"New Super Town, Lahore",3 Marla,https://www.zameen.com/Property/lahore_new_super_town_3_marla_brand_tiled_flooring_ground_portion_available_for_rent-52834585-520-4.html
Rentals,"Most Amazing 1 Kanal House Is Available For Rent In PHASE 5 DHA, Lahore",3.5 Lakh,"DHA Phase 5, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_most_amazing_1_kanal_house_is_available_for_rent_in_phase_5_dha_lahore-47963637-1447-4.html
Rentals,"1 Kanal House Out Standing Stunning Home Is Available For Rent In PHASE 6 DHA, Lahore",3.5 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_house_out_standing_stunning_home_is_available_for_rent_in_phase_6_dha_lahore-47372259-1448-4.html
Rentals,"Outstanding Luxury 1 Kanal House Is Available For Rent In PHASE 5 DHA, Lahore.",3.25 Lakh,"DHA Phase 5, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_outstanding_luxury_1_kanal_house_is_available_for_rent_in_phase_5_dha_lahore-47155264-1447-4.html
Rentals,10 MARLA LIKE BRAND NEW FULL HOUSE FOR RENT IN OVERSEAS B BLOCK BAHRIA TOWN LAHORE,1.25 Lakh,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",10 Marla,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_like_brand_new_full_house_for_rent_in_overseas_b_block_bahria_town_lahore-52514313-1813-4.html
Rentals,10 MARLA BRAND NEW FULL HOUSE FOR RENT IN CHAMBALI BLOCK BAHRIA TOWN LAHORE,1.5 Lakh,"Bahria Town - Chambelli Block, Bahria Town - Sector C",10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_chambelli_block_10_marla_brand_new_full_house_for_rent_in_chambali_block_bahria_town_lahore-52749942-1788-4.html
Rentals,Main Boulevard 5 Bed Brig House Available For Urgent Rent !,2.55 Lakh,"Askari 10, Askari",17 Marla,https://www.zameen.com/Property/askari_askari_10_main_boulevard_5_bed_brig_house_available_for_urgent_rent-52812656-1011-4.html
Rentals,10 Marla Portion Available For Rent,55 Thousand,"Mustafa Town, Lahore",10 Marla,https://www.zameen.com/Property/lahore_mustafa_town_10_marla_portion_available_for_rent-52801081-325-4.html
Rentals,2 Marla Flat Kitchen Washroom For Office Or Bachelor Option,25 Thousand,"Walton Road, Lahore",2 Marla,https://www.zameen.com/Property/lahore_walton_road_2_marla_flat_kitchen_washroom_for_office_or_bachelor_option-52135012-153-4.html
Rentals,17 MARLA 5 BEDROOM NEW HOUSE AVAILABLE FOR RENT,2.35 Lakh,"Askari 10 - Sector F, Askari 10",17 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_17_marla_5_bedroom_new_house_available_for_rent-52418840-10542-4.html
Rentals,10 Marla House For Rent,1 Lakh,"Central Park Housing Scheme, Lahore",10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_house_for_rent-50965008-1013-4.html
Rentals,"1 Kanal House Is Available For Rent In Dha Phase 7 Block Y, Lahore.",3.25 Lakh,"DHA Phase 7 - Block Y, DHA Phase 7",1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_house_is_available_for_rent_in_dha_phase_7_block_y_lahore-39283392-1632-4.html
Rentals,5 Marla Brand New Lower Portion Urgent For Rent in Park View City Lahore.,35 Thousand,"Canal Garden, Lahore",5 Marla,https://www.zameen.com/Property/lahore_canal_garden_5_marla_brand_new_lower_portion_urgent_for_rent_in_park_view_city_lahore-52858557-1287-4.html
Rentals,Wapda Town Kanal Full House Brand New Office+ Family,2.4 Lakh,"Wapda Town, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_wapda_town_wapda_town_kanal_full_house_brand_new_office_family-51501609-423-4.html
Rentals,KANAL AWESOME FULLY FURNISHED UPPER PORTION FOR RENT IN DHA PHASE 4,1.65 Lakh,"DHA Phase 4, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_kanal_awesome_fully_furnished_upper_portion_for_rent_in_dha_phase_4-52858554-1446-4.html
Rentals,Ideally Located 5 Marla Designer House Available For Rent In DHA Lahore,90 Thousand,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_ideally_located_5_marla_designer_house_available_for_rent_in_dha_lahore-52831612-1452-4.html
Rentals,5 MARLA HOUSE AVAILABLE FOR RENT,86 Thousand,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_house_available_for_rent-52509296-1452-4.html
Rentals,1 KANAL UPPER PORTION AVAILABLE FOR RENT,1.2 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_upper_portion_available_for_rent-52589426-1448-4.html
Rentals,5 MARLA MODERN DESIGN HOUSE AVAILABLE FOR RENT IN DHA 9 TOWN LAHORE,90 Thousand,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_design_house_available_for_rent_in_dha_9_town_lahore-52526861-1452-4.html
Rentals,10 MARLA BRAND NEW LUXUARY FULL HOUSE FOR RENT IN JAniper BLOCK BAHRIA TOWN LAHORE,1.2 Lakh,"Bahria Town - Janiper Block, Bahria Town - Sector C",10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_janiper_block_10_marla_brand_new_luxuary_full_house_for_rent_in_janiper_block_bahria_town_lahore-52749944-1792-4.html
Rentals,5 Marla Brand New Beautiful House For Rent In DHA 9 Town Top Location,75 Thousand,"DHA 9 Town - Block A, DHA 9 Town",5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_5_marla_brand_new_beautiful_house_for_rent_in_dha_9_town_top_location-52857627-8173-4.html
Rentals,5 Marla Upper Portion For Rent,35 Thousand,"Central Park Housing Scheme, Lahore",5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_upper_portion_for_rent-52528526-1013-4.html
Rentals,UPPER PORTION AVAILABLE FOR RENT IN NISHTAR BLOCK,67 Thousand,"Allama Iqbal Town, Lahore",10 Marla,https://www.zameen.com/Property/lahore_allama_iqbal_town_upper_portion_available_for_rent_in_nishtar_block-52786516-58-4.html
Rentals,Corner 10 Marla Maintained Bungalow For Rent Near Defence Club,1.35 Lakh,"DHA Phase 1, DHA Defence",10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_1_corner_10_marla_maintained_bungalow_for_rent_near_defence_club-47461187-1442-4.html
Rentals,10 Marla Full Basement Home Theater Modern Bungalow For Rent,2.55 Lakh,"DHA Phase 4 - Block GG, DHA Phase 4",10 Marla,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_gg_10_marla_full_basement_home_theater_modern_bungalow_for_rent-42493179-1595-4.html
Rentals,5 Marla Full Maintained House For Rent In DHA Lahore,95 Thousand,"DHA Phase 3 - Block XX, DHA Phase 3",5 Marla,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_xx_5_marla_full_maintained_house_for_rent_in_dha_lahore-52030479-1586-4.html
Rentals,5 Marla Beautiful House For Rent Near All Facilities,77 Thousand,"EME Society, Lahore",5 Marla,https://www.zameen.com/Property/lahore_eme_society_5_marla_beautiful_house_for_rent_near_all_facilities-52858472-410-4.html
Rentals,1 KANAL COMMERCIAL USE HOUSE FOR RENT GULBERG III GARDEN TOWN MOLDEL TOWN SHADMAN LAHORE,4.45 Lakh,"Gulberg 2, Gulberg",1.1 Kanal,https://www.zameen.com/Property/gulberg_gulberg_2_1_kanal_commercial_use_house_for_rent_gulberg_iii_garden_town_moldel_town_shadman_lahore-46282269-3809-4.html
Rentals,DHA LAHORE ONE KANAL HOUSE OWNER BUILD USED HOUSE,2.3 Lakh,"DHA Phase 5, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_dha_lahore_one_kanal_house_owner_build_used_house-52845998-1447-4.html
Rentals,"GULBERG,2 KANAL COMMERCIAL USE HOUSE FOR RENT GARDEN TOWN MOLDEL TOWN SHADMAN LAHORE",7.5 Lakh,"Gulberg, Lahore",2 Kanal,https://www.zameen.com/Property/lahore_gulberg_gulberg_2_kanal_commercial_use_house_for_rent_garden_town_moldel_town_shadman_lahore-45946752-7-4.html
Rentals,1 KANAL COMMERCIAL HOUSE FOR RENT GULBERG MODEL TOWN GARDEN TOWN SHADMAN UPPER MALL LAHORE,4.5 Lakh,"Gulberg 3, Gulberg",1 Kanal,https://www.zameen.com/Property/gulberg_gulberg_3_1_kanal_commercial_house_for_rent_gulberg_model_town_garden_town_shadman_upper_mall_lahore-45303042-3824-4.html
Rentals,10 Marla Full House For Rent || Basement || Luxury House,1.7 Lakh,"DHA Phase 3 - Block X, DHA Phase 3",10 Marla,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_x_10_marla_full_house_for_rent_basement_luxury_house-52659324-1585-4.html
Rentals,5 Marla Top Of Line Brand New Full House For Rent In DHA Phase 5 Good Location,95 Thousand,"DHA Phase 5 - Block H, DHA Phase 5",5 Marla,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_5_marla_top_of_line_brand_new_full_house_for_rent_in_dha_phase_5_good_location-52807099-1605-4.html
Rentals,14 Marla Spanish House For Rent In Executive Block Sector M-1 Lake City Lahore,1.4 Lakh,"Lake City, Raiwind Road",14 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_14_marla_spanish_house_for_rent_in_executive_block_sector_m-1_lake_city_lahore-52310208-1103-4.html
Rentals,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Rent In DHA Lahore Phase 4 Prime Location,2.5 Lakh,"DHA Phase 4, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_rent_in_dha_lahore_phase_4_prime_location-52812842-1446-4.html
Rentals,5 Marla Near Park House For Rent In DHA Lahore,72 Thousand,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_near_park_house_for_rent_in_dha_lahore-51232706-1452-4.html
Rentals,1 Kanal Top Line House For Rent In DHA Lahore,2.54 Lakh,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_top_line_house_for_rent_in_dha_lahore-52188728-1448-4.html
Rentals,Brand New House For Rent Ready To Shift With Original Pics Double Kechin Vip Location,75 Thousand,"Al-Hamd Gardens, Pine Avenue",3 Marla,https://www.zameen.com/Property/pine_avenue_al-hamd_gardens_brand_new_house_for_rent_ready_to_shift_with_original_pics_double_kechin_vip_location-52857581-16615-4.html
Rentals,5 Marla Brand New Furnish Designer House For Rent In DHA Phase 9 Town,1.2 Lakh,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_furnish_designer_house_for_rent_in_dha_phase_9_town-52770453-1452-4.html
Rentals,5 Marla Brand New House For Rent In DHA Phase 9 TOWN,90 Thousand,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_house_for_rent_in_dha_phase_9_town-52755430-1452-4.html
Rentals,1 Kanal Spanish Design Brand New Full House For Rent In DHA Phase 6 Ideal Location,3.25 Lakh,"DHA Phase 6 - Block E, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_1_kanal_spanish_design_brand_new_full_house_for_rent_in_dha_phase_6_ideal_location-52806748-1614-4.html
Rentals,5 Marla House For Rent Hot Location of DHA Phase 5,1.15 Lakh,"DHA Phase 5 - Block B, DHA Phase 5",5 Marla,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_b_5_marla_house_for_rent_hot_location_of_dha_phase_5-52808920-1599-4.html
Rentals,7 Marla Brand New Unique House For Rent Top Location In DHA Phase 6,1.4 Lakh,"DHA Phase 6 - Block A, DHA Phase 6",7 Marla,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_7_marla_brand_new_unique_house_for_rent_top_location_in_dha_phase_6-52808942-1610-4.html
Rentals,1 Kanal Upper Portion For Rent In DHA Phase 6 Good Location,1.1 Lakh,"DHA Phase 6 - Block C, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_c_1_kanal_upper_portion_for_rent_in_dha_phase_6_good_location-52808982-1612-4.html
Rentals,Fully Furnished 1 Kanal Beautiful Lower Portion For Rent In DHA Phase 3 Top Location,3.5 Lakh,"DHA Phase 3 - Block X, DHA Phase 3",1 Kanal,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_x_fully_furnished_1_kanal_beautiful_lower_portion_for_rent_in_dha_phase_3_top_location-52812304-1585-4.html
Rentals,1st Floor With Gas Apartment Available For Rent,95 Thousand,"Askari 11 - Sector B Apartments, Askari 11",10 Marla,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_1st_floor_with_gas_apartment_available_for_rent-52619246-15703-4.html
Rentals,5 Marla Brand New Lavish House For Rent Top Location In DHA 9 Town,71 Thousand,"DHA 9 Town - Block D, DHA 9 Town",5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_5_marla_brand_new_lavish_house_for_rent_top_location_in_dha_9_town-52832405-8176-4.html
